nr;temperature_indoor;temperature_outdoor;door
3758;11.84;10.88;0
3759;11.84;10.88;0
3760;11.84;10.88;0
3761;11.84;10.88;0
3762;11.84;10.88;0
3763;11.84;10.88;0
3764;11.84;10.88;0
3765;11.84;10.88;0
3766;11.84;10.88;0
3767;11.84;10.88;0
3768;11.84;10.88;0
3769;11.84;10.88;0
3770;11.84;11.20;0
3771;11.84;10.88;0
3772;11.84;11.20;0
3773;11.84;11.20;0
3774;11.84;11.20;0
3775;11.84;11.20;0
3776;11.84;11.20;0
3777;11.84;11.20;0
3778;11.84;11.20;0
3779;11.84;11.20;0
3780;11.84;11.20;0
3781;11.84;11.20;0
3782;11.84;11.20;0
3783;11.84;11.20;0
3784;11.84;11.20;0
3785;11.84;11.20;0
3786;12.16;11.20;0
3787;12.16;11.20;0
3788;12.16;11.20;0
3789;12.16;11.20;0
3790;12.16;11.20;0
3791;12.16;11.20;0
3792;12.16;11.20;0
3793;12.16;11.20;0
3794;12.16;11.20;0
3795;12.16;11.20;0
3796;12.16;11.20;0
3797;12.16;11.20;0
3798;12.16;11.52;0
3799;12.16;11.52;0
3800;12.16;11.52;0
3801;12.16;11.52;0
3802;12.16;11.52;0
3803;12.16;11.52;0
3804;12.16;11.52;0
3805;12.16;11.52;0
3806;12.16;11.52;0
3807;12.16;11.52;0
3808;12.48;11.52;0
3809;12.16;11.52;0
3810;12.48;11.52;0
3811;12.48;11.52;0
3812;12.48;11.84;0
3813;12.48;11.52;0
3814;12.48;11.84;0
3815;12.48;11.84;0
3816;12.48;11.84;0
3817;12.48;11.84;0
3818;12.48;11.84;0
3819;12.48;11.84;0
3820;12.48;11.84;0
3821;12.48;11.84;0
3822;12.48;11.84;0
3823;12.48;11.84;0
3824;12.48;11.84;0
3825;12.48;11.84;0
3826;12.48;11.84;0
3827;12.48;11.84;0
3828;12.48;12.16;0
3829;12.80;12.16;0
3830;12.80;12.16;0
3831;12.80;12.16;0
3832;12.80;12.16;0
3833;12.80;12.16;0
3834;12.80;12.16;0
3835;12.80;12.16;0
3836;12.80;12.16;0
3837;12.80;12.16;0
3838;12.80;12.16;0
3839;12.80;12.16;0
3840;12.80;12.16;0
3841;12.80;12.16;0
3842;12.80;12.16;0
3843;12.80;12.16;0
3844;12.80;12.16;0
3845;12.80;12.16;0
3846;12.80;12.48;0
3847;12.80;12.48;0
3848;13.12;12.48;0
3849;13.12;12.48;0
3850;13.12;12.48;0
3851;13.12;12.48;0
3852;13.12;12.48;0
3853;13.12;12.48;0
3854;13.12;12.48;0
3855;13.12;12.48;0
3856;13.12;12.48;0
3857;13.12;12.48;0
3858;13.12;12.48;0
3859;13.12;12.48;0
3860;13.12;12.48;0
3861;13.12;12.48;0
3862;13.12;12.48;0
3863;13.12;12.48;0
3864;13.12;12.48;0
3865;13.12;12.48;0
3866;13.12;12.48;0
3867;13.12;12.48;0
3868;13.12;12.48;0
3869;13.12;12.48;0
3870;13.12;12.48;0
3871;13.12;12.48;0
3872;13.12;12.80;0
3873;13.12;12.48;0
3874;13.12;12.80;0
3875;13.12;12.80;0
3876;13.44;12.80;0
3877;13.44;12.80;0
3878;13.44;12.80;0
3879;13.44;12.80;0
3880;13.44;12.80;0
3881;13.44;12.80;0
3882;13.44;12.80;0
3883;13.44;12.80;0
3884;13.44;12.80;0
3885;13.44;12.80;0
3886;13.44;12.80;0
3887;13.44;12.80;0
3888;13.76;12.80;0
3889;13.76;12.80;0
3890;13.76;12.80;0
3891;13.76;12.80;0
3892;13.76;12.80;0
3893;13.76;12.80;0
3894;13.76;12.80;0
3895;13.76;12.80;0
3896;13.76;12.80;0
3897;13.76;12.80;0
3898;13.76;12.80;0
3899;13.76;12.80;0
3900;13.76;12.80;0
3901;13.76;12.80;0
3902;13.76;13.12;0
3903;13.76;12.80;0
3904;13.76;13.12;0
3905;13.76;13.12;0
3906;13.76;13.12;0
3907;13.76;13.12;0
3908;13.76;13.12;0
3909;13.76;13.12;0
3910;13.76;13.12;0
3911;13.76;13.12;0
3912;14.08;13.12;0
3913;14.08;13.12;0
3914;14.08;13.12;0
3915;14.08;13.12;0
3916;14.08;13.12;0
3917;14.08;13.12;0
3918;14.08;13.12;0
3919;14.08;13.12;0
3920;14.08;13.12;0
3921;14.08;13.12;0
3922;14.08;13.12;0
3923;14.08;13.12;0
3924;14.08;13.12;0
3925;14.08;13.12;0
3926;14.08;13.12;0
3927;14.08;13.12;0
3928;14.08;13.12;0
3929;14.08;13.12;0
3930;14.08;13.12;0
3931;14.08;13.12;0
3932;14.40;13.12;0
3933;14.08;13.12;0
3934;14.40;13.12;0
3935;14.40;13.12;0
3936;14.40;13.12;0
3937;14.40;13.12;0
3938;14.40;13.12;0
3939;14.40;13.12;0
3940;14.40;13.12;0
3941;14.40;13.12;0
3942;14.40;13.12;0
3943;14.40;13.12;0
3944;14.40;13.12;0
3945;14.40;13.12;0
3946;14.40;13.12;0
3947;14.40;13.12;0
3948;14.40;13.12;0
3949;14.40;13.12;0
3950;14.40;13.12;0
3951;14.40;13.12;0
3952;14.40;13.12;0
3953;14.40;13.12;0
3954;14.40;13.12;0
3955;14.72;13.12;0
3956;14.72;13.44;0
3957;14.72;13.12;0
3958;14.72;13.44;0
3959;14.72;13.44;0
3960;14.72;13.44;0
3961;14.72;13.44;0
3962;14.72;13.44;0
3963;14.72;13.44;0
3964;14.72;13.44;0
3965;14.72;13.44;0
3966;14.72;13.44;0
3967;14.72;13.44;0
3968;14.72;13.44;0
3969;14.72;13.44;0
3970;14.72;13.44;0
3971;14.72;13.44;0
3972;14.72;13.44;0
3973;14.72;13.44;0
3974;14.72;13.44;0
3975;14.72;13.44;0
3976;15.04;13.44;0
3977;15.04;13.44;0
3978;15.04;13.44;0
3979;15.04;13.44;0
3980;15.04;13.44;0
3981;15.04;13.44;0
3982;15.04;13.44;0
3983;15.04;13.44;0
3984;15.04;13.44;0
3985;15.04;13.44;0
3986;15.04;13.44;0
3987;15.04;13.44;0
3988;15.04;13.44;0
3989;15.04;13.44;0
3990;15.04;13.76;0
3991;15.04;13.76;0
3992;15.36;13.76;0
3993;15.36;13.76;0
3994;15.36;13.76;0
3995;15.36;13.76;0
3996;15.36;13.76;0
3997;15.36;13.76;0
3998;15.36;13.76;0
3999;15.36;13.76;0
4000;15.36;13.76;0
4001;15.36;13.76;0
4002;15.36;13.76;0
4003;15.36;13.76;0
4004;15.36;13.76;0
4005;15.36;13.76;0
4006;15.36;13.76;0
4007;15.36;13.76;0
4008;15.36;13.76;0
4009;15.36;13.76;0
4010;15.68;13.76;0
4011;15.68;13.76;0
4012;15.68;13.76;0
4013;15.68;13.76;0
4014;15.68;13.76;0
4015;15.68;13.76;0
4016;15.68;14.08;0
4017;15.68;13.76;0
4018;15.68;14.08;0
4019;15.68;14.08;0
4020;15.68;14.08;0
4021;15.68;14.08;0
4022;16.00;14.08;0
4023;16.00;14.08;0
4024;16.00;14.08;0
4025;16.00;14.08;0
4026;16.00;14.08;0
4027;16.00;14.08;0
4028;16.00;14.08;0
4029;16.00;14.08;0
4030;16.00;14.08;0
4031;16.00;14.08;0
4032;16.00;14.08;0
4033;16.00;14.08;0
4034;16.00;14.08;0
4035;16.00;14.08;0
4036;16.00;14.08;0
4037;16.00;14.08;0
4038;16.00;14.08;0
4039;16.00;14.08;0
4040;16.32;14.08;0
4041;16.32;14.08;0
4042;16.32;14.08;0
4043;16.32;14.08;0
4044;16.32;14.08;0
4045;16.32;14.08;0
4046;16.32;14.08;0
4047;16.32;14.08;0
4048;16.32;14.40;0
4049;16.32;14.40;0
4050;16.32;14.40;0
4051;16.32;14.40;0
4052;16.32;14.40;0
4053;16.32;14.40;0
4054;16.32;14.40;0
4055;16.32;14.40;0
4056;16.64;14.40;0
4057;16.64;14.40;0
4058;16.64;14.40;0
4059;16.64;14.40;0
4060;16.64;14.40;0
4061;16.64;14.40;0
4062;16.64;14.40;0
4063;16.64;14.40;0
4064;16.64;14.40;0
4065;16.64;14.40;0
4066;16.64;14.40;0
4067;16.64;14.40;0
4068;16.64;14.40;0
4069;16.64;14.40;0
4070;16.64;14.40;0
4071;16.64;14.40;0
4072;16.64;14.40;0
4073;16.96;14.40;0
4074;16.96;14.72;0
4075;16.96;14.40;0
4076;16.96;14.72;0
4077;16.96;14.72;0
4078;16.96;14.72;0
4079;16.96;14.72;0
4080;16.96;14.72;0
4081;16.96;14.72;0
4082;16.96;14.72;0
4083;16.96;14.72;0
4084;16.96;14.72;0
4085;16.96;14.72;0
4086;16.96;14.72;0
4087;16.96;14.72;0
4088;17.28;14.72;0
4089;16.96;14.72;0
4090;17.28;14.72;0
4091;17.28;14.72;0
4092;17.28;14.72;0
4093;17.28;14.72;0
4094;17.28;14.72;0
4095;17.28;14.72;0
4096;17.28;14.72;0
4097;17.28;14.72;0
4098;17.28;14.72;0
4099;17.28;14.72;0
4100;17.28;14.72;0
4101;17.28;14.72;0
4102;17.28;15.04;0
4103;17.28;14.72;0
4104;17.28;14.72;0
4105;17.60;14.72;0
4106;17.60;15.04;0
4107;17.60;14.72;0
4108;17.60;15.04;0
4109;17.60;15.04;0
4110;17.60;15.04;0
4111;17.60;15.04;0
4112;17.60;15.04;0
4113;17.60;15.04;0
4114;17.60;15.04;0
4115;17.60;15.04;0
4116;17.60;15.04;0
4117;17.60;15.04;0
4118;17.60;15.04;0
4119;17.60;15.04;0
4120;17.92;15.04;0
4121;17.92;15.04;0
4122;17.92;15.04;0
4123;17.92;15.04;0
4124;17.92;15.04;0
4125;17.92;15.04;0
4126;17.92;15.04;0
4127;17.92;15.04;0
4128;17.92;15.04;0
4129;17.92;15.04;0
4130;17.92;15.04;0
4131;17.92;15.04;0
4132;17.92;15.04;0
4133;17.92;15.04;0
4134;17.92;15.04;0
4135;17.92;15.04;0
4136;18.24;15.04;0
4137;18.24;15.04;0
4138;18.24;15.04;0
4139;18.24;15.04;0
4140;18.24;15.04;0
4141;18.24;15.04;0
4142;18.24;15.04;0
4143;18.24;15.04;0
4144;18.24;15.04;0
4145;18.24;15.04;0
4146;18.24;15.36;0
4147;18.24;15.04;0
4148;18.24;15.36;0
4149;18.24;15.04;0
4150;18.56;15.36;0
4151;18.24;15.04;0
4152;18.56;15.36;0
4153;18.56;15.36;0
4154;18.56;15.36;0
4155;18.56;15.36;0
4156;18.56;15.36;0
4157;18.56;15.36;0
4158;18.56;15.36;0
4159;18.56;15.36;0
4160;18.56;15.36;0
4161;18.56;15.36;0
4162;18.56;15.36;0
4163;18.56;15.36;0
4164;18.56;15.36;0
4165;18.56;15.36;0
4166;18.56;15.36;0
4167;18.56;15.36;0
4168;18.56;15.36;0
4169;18.56;15.36;0
4170;18.56;15.36;0
4171;18.56;15.36;0
4172;18.88;15.36;0
4173;18.88;15.36;0
4174;18.88;15.36;0
4175;18.88;15.36;0
4176;18.88;15.36;0
4177;18.88;15.36;0
4178;18.88;15.36;0
4179;18.88;15.36;0
4180;18.88;15.36;0
4181;18.88;15.36;0
4182;18.88;15.36;0
4183;18.88;15.36;0
4184;18.88;15.36;0
4185;18.88;15.36;0
4186;18.88;15.36;0
4187;18.88;15.36;0
4188;19.20;15.36;0
4189;19.20;15.36;0
4190;19.20;15.36;0
4191;19.20;15.36;0
4192;19.20;15.36;0
4193;19.20;15.36;0
4194;19.20;15.36;0
4195;19.20;15.36;0
4196;19.20;15.68;0
4197;19.20;15.68;0
4198;19.20;15.68;0
4199;19.20;15.68;0
4200;19.52;15.68;0
4201;19.52;15.68;0
4202;19.52;15.68;0
4203;19.52;15.68;0
4204;19.52;15.68;0
4205;19.52;15.68;0
4206;19.52;15.68;0
4207;19.52;15.68;0
4208;19.52;15.68;0
4209;19.52;15.68;0
4210;19.52;16.00;0
4211;19.52;16.00;0
4212;19.84;16.00;0
4213;19.84;15.68;0
4214;19.84;16.00;0
4215;19.84;16.00;0
4216;19.84;16.00;0
4217;19.84;16.00;0
4218;19.84;16.00;0
4219;19.84;16.00;0
4220;19.84;16.00;0
4221;19.84;16.00;0
4222;19.84;16.00;0
4223;19.84;16.00;0
4224;20.16;16.00;0
4225;19.84;16.00;0
4226;20.16;16.00;0
4227;20.16;16.00;0
4228;20.16;16.00;0
4229;20.16;16.00;0
4230;20.16;16.00;0
4231;20.16;16.00;0
4232;20.16;16.00;0
4233;20.16;16.00;0
4234;20.48;16.00;0
4235;20.48;16.00;0
4236;20.48;16.00;0
4237;20.48;16.00;0
4238;20.48;16.00;0
4239;20.48;16.00;0
4240;20.48;16.00;0
4241;20.48;16.00;0
4242;20.48;16.00;0
4243;20.48;16.00;0
4244;20.48;16.00;0
4245;20.48;16.00;0
4246;20.80;16.00;0
4247;20.80;16.00;0
4248;20.80;16.00;0
4249;20.80;16.00;0
4250;20.80;16.00;0
4251;20.80;16.00;0
4252;20.80;16.00;0
4253;20.80;16.00;0
4254;20.80;16.32;0
4255;20.80;16.00;0
4256;20.80;16.32;0
4257;20.80;16.00;0
4258;21.12;16.32;0
4259;20.80;16.00;0
4260;21.12;16.32;0
4261;21.12;16.00;0
4262;21.12;16.32;0
4263;21.12;16.32;0
4264;21.12;16.32;0
4265;21.12;16.00;0
4266;21.12;16.00;0
4267;21.12;16.00;0
4268;21.12;16.00;0
4269;21.12;16.00;0
4270;21.12;16.00;0
4271;21.12;16.00;0
4272;21.12;16.00;0
4273;21.12;16.00;0
4274;21.12;16.00;0
4275;21.12;16.00;0
4276;21.44;16.00;0
4277;21.44;16.00;0
4278;21.44;16.00;0
4279;21.44;16.00;0
4280;21.44;16.32;0
4281;21.44;16.32;0
4282;21.44;16.32;0
4283;21.44;16.00;0
4284;21.44;16.32;0
4285;21.44;16.32;0
4286;21.44;16.32;0
4287;21.44;16.32;0
4288;21.44;16.32;0
4289;21.44;16.00;0
4290;21.44;16.32;0
4291;21.44;16.00;0
4292;21.44;16.00;0
4293;21.44;16.00;0
4294;21.44;16.00;0
4295;21.44;16.00;0
4296;21.44;16.00;0
4297;21.44;16.00;0
4298;21.44;16.00;0
4299;21.44;16.00;0
4300;21.44;16.00;0
4301;21.44;16.00;0
4302;21.44;16.00;0
4303;21.44;16.00;0
4304;21.44;16.00;0
4305;21.44;16.00;0
4306;21.44;16.00;0
4307;21.44;16.00;0
4308;21.44;16.00;0
4309;21.44;16.00;0
4310;21.44;16.00;0
4311;21.44;16.00;0
4312;21.44;16.00;0
4313;21.44;16.00;0
4314;21.44;16.00;0
4315;21.44;16.00;0
4316;21.44;16.00;0
4317;21.44;16.00;0
4318;21.44;16.00;0
4319;21.44;16.00;0
4320;21.44;16.00;0
4321;21.44;16.00;0
4322;21.44;16.00;0
4323;21.44;16.00;0
4324;21.44;16.00;0
4325;21.44;16.00;0
4326;21.44;16.00;0
4327;21.44;16.00;0
4328;21.44;16.32;0
4329;21.44;16.00;0
4330;21.44;16.32;0
4331;21.44;16.00;0
4332;21.76;16.32;0
4333;21.76;16.32;0
4334;21.76;16.32;0
4335;21.76;16.00;0
4336;21.76;16.32;0
4337;21.76;16.32;0
4338;21.76;16.32;0
4339;21.76;16.32;0
4340;21.76;16.32;0
4341;21.76;16.32;0
4342;21.76;16.32;0
4343;21.76;16.32;0
4344;21.76;16.32;0
4345;21.76;16.32;0
4346;21.76;16.32;0
4347;21.76;16.32;0
4348;21.76;16.32;0
4349;21.76;16.32;0
4350;21.76;16.32;0
4351;21.76;16.32;0
4352;22.08;16.32;0
4353;22.08;16.32;0
4354;22.08;16.64;0
4355;22.08;16.32;0
4356;22.08;16.64;0
4357;22.08;16.32;0
4358;22.08;16.64;0
4359;22.08;16.32;0
4360;22.08;16.64;0
4361;22.08;16.32;0
4362;22.08;16.64;0
4363;22.08;16.32;0
4364;22.08;16.64;0
4365;22.08;16.32;0
4366;22.08;16.64;0
4367;22.08;16.32;0
4368;22.08;16.64;0
4369;22.08;16.32;0
4370;22.08;16.64;0
4371;22.08;16.32;0
4372;22.08;16.64;0
4373;22.08;16.32;0
4374;22.40;16.64;0
4375;22.08;16.64;0
4376;22.40;16.64;0
4377;22.40;16.64;0
4378;22.40;16.64;0
4379;22.40;16.64;0
4380;22.40;16.64;0
4381;22.40;16.64;0
4382;22.40;16.64;0
4383;22.40;16.64;0
4384;22.40;16.64;0
4385;22.40;16.64;0
4386;22.40;16.64;0
4387;22.40;16.32;0
4388;22.40;16.32;0
4389;22.40;16.32;0
4390;22.40;16.64;0
4391;22.40;16.64;0
4392;22.72;16.64;0
4393;22.40;16.64;0
4394;22.72;16.64;0
4395;22.40;16.64;0
4396;22.72;16.64;0
4397;22.72;16.64;0
4398;22.72;16.64;0
4399;22.72;16.64;0
4400;22.72;16.64;0
4401;22.72;16.64;0
4402;22.72;16.64;0
4403;22.72;16.64;0
4404;22.72;16.64;0
4405;22.72;16.64;0
4406;23.04;16.64;0
4407;22.72;16.64;0
4408;23.04;16.64;0
4409;23.04;16.64;0
4410;23.04;16.64;0
4411;23.04;16.64;0
4412;23.04;16.96;0
4413;23.04;16.64;0
4414;23.04;16.96;0
4415;23.04;16.96;0
4416;23.04;16.96;0
4417;23.04;16.96;0
4418;23.04;16.96;0
4419;23.04;16.96;0
4420;23.36;16.96;0
4421;23.36;16.96;0
4422;23.36;16.96;0
4423;23.36;16.96;0
4424;23.36;16.96;0
4425;23.36;16.96;0
4426;23.36;16.96;0
4427;23.36;16.96;0
4428;23.36;16.96;0
4429;23.36;16.96;0
4430;23.36;17.28;0
4431;23.36;16.96;0
4432;23.68;17.28;0
4433;23.68;17.28;0
4434;23.68;17.28;0
4435;23.68;17.28;0
4436;23.68;17.28;0
4437;23.68;17.28;0
4438;23.68;17.28;0
4439;23.68;17.28;0
4440;23.68;17.28;0
4441;23.68;17.28;0
4442;23.68;17.28;0
4443;23.68;17.28;0
4444;23.68;17.28;0
4445;24.00;17.28;0
4446;24.00;17.28;0
4447;24.00;17.28;0
4448;24.00;17.28;0
4449;24.00;17.28;0
4450;24.00;17.60;0
4451;24.00;17.28;0
4452;24.00;17.60;0
4453;24.00;17.28;0
4454;24.00;17.60;0
4455;24.00;17.28;0
4456;24.00;17.60;0
4457;24.00;17.28;0
4458;24.32;17.60;0
4459;24.32;17.60;0
4460;24.32;17.60;0
4461;24.32;17.60;0
4462;24.32;17.60;0
4463;24.32;17.60;0
4464;24.64;17.60;0
4465;24.64;17.60;0
4466;24.64;17.92;0
4467;24.64;17.92;0
4468;24.64;17.92;0
4469;24.64;17.92;0
4470;24.64;17.92;0
4471;24.64;17.92;0
4472;24.64;17.92;0
4473;24.64;17.92;0
4474;24.64;17.92;0
4475;24.64;17.92;0
4476;24.96;17.92;0
4477;24.96;17.92;0
4478;24.96;17.92;0
4479;24.96;17.92;0
4480;24.96;17.92;0
4481;24.96;17.92;0
4482;24.96;18.24;0
4483;24.96;18.24;0
4484;25.28;18.24;0
4485;25.28;18.24;0
4486;25.28;18.24;0
4487;25.28;18.24;0
4488;25.28;18.24;0
4489;25.28;17.92;0
4490;25.28;17.92;0
4491;25.28;17.92;0
4492;25.28;17.92;0
4493;25.28;17.60;0
4494;25.28;17.60;0
4495;25.28;17.60;0
4496;25.28;17.60;0
4497;25.28;17.60;0
4498;25.28;17.60;0
4499;25.28;17.60;0
4500;25.28;17.60;0
4501;24.96;17.60;0
4502;24.96;17.60;0
4503;24.96;17.60;0
4504;24.96;17.60;0
4505;24.96;17.60;0
4506;24.96;17.60;0
4507;24.96;17.60;0
4508;25.28;17.60;0
4509;25.28;17.60;0
4510;25.28;17.60;0
4511;25.28;17.60;0
4512;25.28;17.60;0
4513;25.28;17.60;0
4514;25.28;17.60;0
4515;25.28;17.60;0
4516;25.28;17.60;0
4517;25.28;17.60;0
4518;25.28;17.60;0
4519;25.28;17.60;0
4520;25.28;17.60;0
4521;25.28;17.60;0
4522;25.60;17.60;0
4523;25.28;17.60;0
4524;25.60;17.60;0
4525;25.28;17.60;0
4526;25.28;17.60;0
4527;25.28;17.60;0
4528;25.28;17.60;0
4529;25.28;17.28;0
4530;25.28;17.60;0
4531;25.28;17.28;0
4532;25.28;17.60;0
4533;25.28;17.28;0
4534;25.28;17.28;0
4535;25.28;17.28;0
4536;25.28;17.28;0
4537;24.96;17.28;0
4538;24.96;17.28;0
4539;24.96;17.28;0
4540;24.96;17.28;0
4541;24.96;17.28;0
4542;24.96;17.28;0
4543;24.96;17.28;0
4544;24.96;17.28;0
4545;24.96;17.28;0
4546;24.96;17.28;0
4547;24.96;16.96;0
4548;24.96;17.28;0
4549;24.96;16.96;0
4550;24.96;16.96;0
4551;24.96;16.96;0
4552;24.96;16.96;0
4553;24.96;16.96;0
4554;24.96;16.96;0
4555;24.96;16.96;0
4556;24.96;17.28;0
4557;24.96;16.96;0
4558;24.96;17.28;0
4559;24.96;17.28;0
4560;24.96;17.28;0
4561;25.28;17.28;0
4562;25.28;17.28;0
4563;25.28;17.28;0
4564;25.28;17.28;0
4565;25.28;17.28;0
4566;25.28;17.28;0
4567;25.28;17.28;0
4568;25.28;17.28;0
4569;25.28;17.28;0
4570;25.28;17.28;0
4571;25.28;17.28;0
4572;25.28;17.60;0
4573;24.96;17.28;0
4574;24.96;17.60;0
4575;24.96;17.28;0
4576;24.96;17.60;0
4577;24.96;17.28;0
4578;24.96;17.60;0
4579;24.96;17.28;0
4580;24.96;17.28;0
4581;24.96;17.28;0
4582;24.96;17.28;0
4583;24.96;17.28;0
4584;24.96;17.28;0
4585;24.96;17.28;0
4586;24.96;17.28;0
4587;24.64;17.28;0
4588;24.64;17.28;0
4589;24.64;17.28;0
4590;24.64;17.28;0
4591;24.64;17.28;0
4592;24.64;17.28;0
4593;24.64;16.96;0
4594;24.64;17.28;0
4595;24.64;16.96;0
4596;24.64;17.28;0
4597;24.64;17.28;0
4598;24.64;17.28;0
4599;24.64;17.28;0
4600;24.64;17.28;0
4601;24.64;17.28;0
4602;24.64;17.28;0
4603;24.64;17.28;0
4604;24.64;17.28;0
4605;24.64;17.28;0
4606;24.64;17.28;0
4607;24.64;17.28;0
4608;24.64;17.28;0
4609;24.64;17.28;0
4610;24.64;17.60;0
4611;24.96;17.28;0
4612;24.96;17.60;0
4613;24.96;17.60;0
4614;24.96;17.60;0
4615;24.96;17.60;0
4616;24.96;17.92;0
4617;24.96;17.92;0
4618;25.28;17.92;0
4619;25.28;17.92;0
4620;25.28;17.92;0
4621;25.28;17.92;0
4622;25.28;18.24;0
4623;25.28;18.24;0
4624;25.60;18.24;0
4625;25.60;18.24;0
4626;25.60;18.24;0
4627;25.60;18.24;0
4628;25.60;18.24;0
4629;25.92;18.24;0
4630;25.92;18.24;0
4631;25.92;18.24;0
4632;25.92;18.24;0
4633;25.92;18.24;0
4634;25.92;18.56;0
4635;26.24;18.56;0
4636;26.24;18.56;0
4637;26.24;18.56;0
4638;26.24;18.56;0
4639;26.24;18.56;0
4640;26.24;18.88;0
4641;26.24;18.88;0
4642;26.56;18.88;0
4643;26.56;18.88;0
4644;26.56;18.88;0
4645;26.56;18.88;0
4646;26.56;18.88;0
4647;26.56;18.56;0
4648;26.56;18.56;0
4649;26.56;18.56;0
4650;26.56;18.56;0
4651;26.56;18.56;0
4652;26.56;18.56;0
4653;26.24;18.56;0
4654;26.24;18.56;0
4655;26.24;18.24;0
4656;26.24;18.24;0
4657;26.24;18.24;0
4658;26.24;18.24;0
4659;26.24;17.92;0
4660;26.24;17.92;0
4661;26.24;17.92;0
4662;26.24;17.92;0
4663;25.92;17.60;0
4664;25.92;17.60;0
4665;25.92;17.60;0
4666;25.92;17.60;0
4667;25.92;17.60;0
4668;25.60;17.60;0
4669;25.60;17.60;0
4670;25.60;17.28;0
4671;25.60;17.28;0
4672;25.60;17.28;0
4673;25.60;17.28;0
4674;25.60;17.28;0
4675;25.28;17.28;0
4676;25.28;17.28;0
4677;25.28;17.28;0
4678;25.28;17.28;0
4679;25.28;17.28;0
4680;25.28;17.28;0
4681;24.96;17.28;0
4682;24.96;17.28;0
4683;24.96;16.96;0
4684;24.96;17.28;0
4685;24.96;16.96;0
4686;24.96;16.96;0
4687;24.96;16.96;0
4688;24.96;16.96;0
4689;24.96;16.96;0
4690;24.96;16.96;0
4691;24.96;16.96;0
4692;24.96;16.96;0
4693;24.64;16.96;0
4694;24.64;16.96;0
4695;24.64;16.96;0
4696;24.64;16.96;0
4697;24.64;16.96;0
4698;24.64;16.96;0
4699;24.64;16.96;0
4700;24.64;16.96;0
4701;24.64;16.96;0
4702;24.64;17.28;0
4703;24.64;16.96;0
4704;24.64;16.96;0
4705;24.32;16.96;0
4706;24.32;16.96;0
4707;24.32;16.96;0
4708;24.32;16.96;0
4709;24.32;16.96;0
4710;24.32;16.96;0
4711;24.32;16.96;0
4712;24.32;16.96;0
4713;24.32;16.96;0
4714;24.32;17.28;0
4715;24.32;16.96;0
4716;24.32;16.96;0
4717;24.32;16.96;0
4718;24.00;16.96;0
4719;24.00;16.96;0
4720;24.00;16.96;0
4721;24.00;16.96;0
4722;24.00;16.96;0
4723;24.00;16.96;0
4724;24.00;16.96;0
4725;24.00;16.96;0
4726;24.00;16.96;0
4727;24.00;16.96;0
4728;24.00;16.96;0
4729;24.00;16.96;0
4730;24.00;16.96;0
4731;23.68;16.64;0
4732;23.68;16.96;0
4733;23.68;16.64;0
4734;23.68;16.96;0
4735;23.68;16.64;0
4736;23.68;16.96;0
4737;23.68;16.64;0
4738;23.68;16.64;0
4739;23.68;16.64;0
4740;23.68;16.64;0
4741;23.36;16.64;0
4742;23.36;16.64;0
4743;23.36;16.64;0
4744;23.36;16.64;0
4745;23.36;16.64;0
4746;23.36;16.64;0
4747;23.36;16.32;0
4748;23.36;16.32;0
4749;23.04;16.32;0
4750;23.04;16.32;0
4751;23.04;16.32;0
4752;23.04;16.32;0
4753;23.04;16.00;0
4754;23.04;16.00;0
4755;23.04;16.00;0
4756;23.04;16.00;0
4757;23.04;16.00;0
4758;23.04;16.00;0
4759;23.04;16.00;0
4760;23.04;16.00;0
4761;22.72;16.00;0
4762;22.72;16.00;0
4763;22.72;16.00;0
4764;22.72;16.00;0
4765;22.72;16.00;0
4766;22.72;16.00;0
4767;22.72;16.00;0
4768;22.72;16.00;0
4769;22.72;16.00;0
4770;22.72;16.00;0
4771;22.72;16.00;0
4772;22.72;16.32;0
4773;22.72;16.32;0
4774;22.72;16.32;0
4775;22.72;16.32;0
4776;22.72;16.32;0
4777;22.72;16.32;0
4778;22.72;16.32;0
4779;22.72;16.32;0
4780;23.04;16.32;0
4781;22.72;16.32;0
4782;23.04;16.32;0
4783;23.04;16.32;0
4784;23.04;16.32;0
4785;23.04;16.32;0
4786;23.04;16.32;0
4787;23.04;16.32;0
4788;23.04;16.64;0
4789;23.04;16.64;0
4790;23.36;16.64;0
4791;23.36;16.64;0
4792;23.36;16.96;0
4793;23.36;16.96;0
4794;23.36;16.96;0
4795;23.36;16.96;0
4796;23.36;16.96;0
4797;23.36;16.96;0
4798;23.36;17.28;0
4799;23.36;16.96;0
4800;23.36;17.28;0
4801;23.36;16.96;0
4802;23.36;17.28;0
4803;23.36;17.28;0
4804;23.36;17.28;0
4805;23.36;17.28;0
4806;23.36;17.28;0
4807;23.36;16.96;0
4808;23.68;17.28;0
4809;23.68;17.28;0
4810;23.68;17.28;0
4811;23.68;17.28;0
4812;23.68;17.28;0
4813;23.68;17.28;0
4814;24.00;17.60;0
4815;24.00;17.60;0
4816;24.00;17.60;0
4817;24.00;17.60;0
4818;24.00;17.60;0
4819;24.00;17.60;0
4820;24.32;17.92;0
4821;24.32;17.92;0
4822;24.32;17.92;0
4823;24.32;17.92;0
4824;24.32;17.92;0
4825;24.32;17.92;0
4826;24.64;18.24;0
4827;24.64;18.24;0
4828;24.64;18.24;0
4829;24.64;18.24;0
4830;24.96;18.24;0
4831;24.96;18.56;0
4832;24.96;18.56;0
